order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
61,ID57,Political/Legal Challenges,social science,1,M,not border state,0,"Well, a couple things. One would be a little more flexibility in terms of t...",Challenges
62,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,"You are absolutely right. There is no golden formula, and the argument that...",Sociocultural and Political Context
63,ID57,Funding Difficulties,social science,1,M,not border state,0,"You are absolutely right. There is no golden formula, and the argument that...",Presence of Funding
64,ID57,Institutional Context,social science,1,M,not border state,0,"You are absolutely right. There is no golden formula, and the argument that...",Institutional Context
65,ID57,Collaboration Examples,social science,1,M,not border state,0,"I am used to working peer-to-peer. I have, as someone who has directed doct...",Definition of Collaboration
66,ID57,Personal Relationships,social science,1,M,not border state,0,"I am used to working peer-to-peer. I have, as someone who has directed doct...",Peer-to-Peer
67,ID57,Funding Difficulties,social science,1,M,not border state,0,"I am used to working peer-to-peer. I have, as someone who has directed doct...",Presence of Funding
68,ID57,Institutional Context,social science,1,M,not border state,0,"I am used to working peer-to-peer. I have, as someone who has directed doct...",Institutional Context
69,ID57,Advisor,social science,1,M,not border state,0,"I am used to working peer-to-peer. I have, as someone who has directed doct...",Academic Trajectory
70,ID57,Collaboration Examples,social science,1,M,not border state,0,"Well I canÕt answer institutions in general. But over the years, IÕve done ...",Definition of Collaboration
71,ID57,Collaboration Outcomes,social science,1,M,not border state,0,"Well I canÕt answer institutions in general. But over the years, IÕve done ...",Definition of Collaboration
72,ID57,Prior Collaboration Experience,social science,1,M,not border state,0,"Well I canÕt answer institutions in general. But over the years, IÕve done ...",Academic Trajectory
73,ID57,Political/Legal Challenges,social science,1,M,not border state,0,The biggest challenges I think I haveÉfor American students going to Mexico...,Challenges
74,ID57,Cross-Cultural Understanding,social science,1,M,not border state,0,The biggest challenges I think I haveÉfor American students going to Mexico...,Sociocultural and Political Context
75,ID57,Lack of Interest - Mexico,social science,1,M,not border state,0,The biggest challenges I think I haveÉfor American students going to Mexico...,Challenges
76,ID57,Lack of Interest - USA,social science,1,M,not border state,0,The biggest challenges I think I haveÉfor American students going to Mexico...,Challenges
77,ID57,Political/Legal Challenges,social science,1,M,not border state,0,There has been a continuation. This didnÕt start in 2016. But it has clearl...,Challenges
78,ID57,Personal Relationships,social science,1,M,not border state,0,"Personally, I will keep dragging my body south until I canÕt make it to the...",Peer-to-Peer
79,ID57,Collaboration Examples,social science,1,M,not border state,0,"Personally, I will keep dragging my body south until I canÕt make it to the...",Definition of Collaboration
80,ID57,Family Situation,social science,1,M,not border state,0,"Personally, I will keep dragging my body south until I canÕt make it to the...",Background
1,ID66,Collaboration Examples,education,1,F,not border state,0,It is about mutual growth and agreement in certain topics that have concern...,Definition of Collaboration
2,ID66,Collaboration Examples,education,1,F,not border state,0,Well first defining what the problem is and what are the objectives of work...,Definition of Collaboration
3,ID66,Collaboration Outcomes,education,1,F,not border state,0,Well first defining what the problem is and what are the objectives of work...,Definition of Collaboration
4,ID66,Prior Collaboration Experience,education,1,F,not border state,0,Well first defining what the problem is and what are the objectives of work...,Academic Trajectory
5,ID66,Personal Relationships,education,1,F,not border state,0,Well first defining what the problem is and what are the objectives of work...,Peer-to-Peer
6,ID66,Collaboration Examples,education,1,F,not border state,0,"Well I have two major agencies with the University of Guadalajara, one is p...",Definition of Collaboration
7,ID66,Prior Collaboration Experience,education,1,F,not border state,0,"Well I have two major agencies with the University of Guadalajara, one is p...",Academic Trajectory
8,ID66,Academic Meeting/Conference,education,1,F,not border state,0,"Well I have two major agencies with the University of Guadalajara, one is p...",Peer-to-Peer
9,ID66,Description of Funders,education,1,F,not border state,0,"Well I have two major agencies with the University of Guadalajara, one is p...",Presence of Funding
10,ID66,Description of Funders,education,1,F,not border state,0,Funders? Well the university of Guadalajara is in charge of that portion. I...,Presence of Funding
11,ID66,Funding Difficulties,education,1,F,not border state,0,"No, well I would say there are no funding institutions. The university of P...",Presence of Funding
12,ID66,Description of Funders,education,1,F,not border state,0,"No, well I would say there are no funding institutions. The university of P...",Presence of Funding
13,ID66,Institutional Context,education,1,F,not border state,0,"No, well I would say there are no funding institutions. The university of P...",Institutional Context
14,ID66,Institutional Context,education,1,F,not border state,0,"Not now, we have not completed other projects. There are people interested ...",Institutional Context
15,ID66,Cross-Cultural Understanding,education,1,F,not border state,0,"Not now, we have not completed other projects. There are people interested ...",Sociocultural and Political Context
16,ID66,Political/Legal Challenges,education,1,F,not border state,0,"Not now, we have not completed other projects. There are people interested ...",Challenges
17,ID66,Collaboration Outcomes,education,1,F,not border state,0,"Not now, we have not completed other projects. There are people interested ...",Definition of Collaboration
18,ID66,Political/Legal Challenges,education,1,F,not border state,0,"Um no, I would say that we are at an interesting moment politically because...",Challenges
19,ID66,Institutional Context,education,1,F,not border state,0,"Um no, I would say that we are at an interesting moment politically because...",Institutional Context
20,ID66,Funding Difficulties,education,1,F,not border state,0,"Um no, I would say that we are at an interesting moment politically because...",Presence of Funding
21,ID66,Institutional Challenges (Pre),education,1,F,not border state,0,"Um no, I would say that we are at an interesting moment politically because...",Sociocultural and Political Context
